1,1,1
2,142,1
3,143,1
4,144,1
5,145,1
6,146,1
7,147,1
8,148,1
9,149,1
10,150,1
11,151,1
12,152,1
13,153,1
14,154,1
15,155,1
16,156,1
17,157,1
18,158,1
19,159,1
20,160,1
21,161,1
22,162,1
23,163,1
24,164,1
25,165,1
26,166,1
27,167,1
28,168,1
29,169,1
30,170,1
31,171,1
32,172,1
33,173,1
34,174,1
35,175,1
36,176,1
37,177,1
38,178,1
39,179,1
40,180,1
41,181,1
42,182,1
43,183,1
44,184,1
45,185,1
46,186,1
47,187,1
48,188,1
49,189,1
50,190,1
51,351,1
52,352,1
53,353,1
54,354,1
55,355,1
56,356,1
57,357,1
58,358,1
59,359,1
60,360,1
61,361,1
62,362,1
63,363,1
64,364,1
65,365,1
66,366,1
67,367,1
68,368,1
69,369,1
70,370,1
71,371,1
72,372,1
73,373,1
74,374,1
75,375,1
76,376,1
77,377,1
78,378,1
79,379,1
80,380,1
81,381,1
82,382,1
83,383,1
84,384,1
85,385,1
86,386,1
87,387,1
88,388,1
89,389,1
90,390,1
91,391,1
92,392,1
93,393,1
94,394,1
95,395,1
96,396,1
97,397,1
98,398,1
99,399,1
100,400,1
111,2,2
112,3,2
113,4,2
114,5,2
115,6,2
116,7,2
117,8,2
118,9,2
119,10,2
120,11,2
121,12,2
122,13,2
123,14,2
124,15,2
125,16,2
126,17,2
127,18,2
128,19,2
129,20,2
130,21,2
131,22,2
132,23,2
133,24,2
134,25,2
135,26,2
136,27,2
137,28,2
138,29,2
139,30,2
140,31,2
141,32,2
142,33,2
143,34,2
144,35,2
145,36,2
146,37,2
147,38,2
148,39,2
149,40,2
150,41,2
151,291,2
152,292,2
153,293,2
154,294,2
155,295,2
156,296,2
157,297,2
158,298,2
159,299,2
160,300,2
161,301,2
162,302,2
163,303,2
164,304,2
165,305,2
166,306,2
167,307,2
168,308,2
169,309,2
170,310,2
171,311,2
172,312,2
173,313,2
174,314,2
175,315,2
176,316,2
177,317,2
178,318,2
179,319,2
180,320,2
181,321,2
182,322,2
183,323,2
184,324,2
185,325,2
186,326,2
187,327,2
188,328,2
189,329,2
190,330,2
191,331,2
192,332,2
193,333,2
194,334,2
195,335,2
196,336,2
197,337,2
198,338,2
199,339,2
200,340,2
201,341,2
202,342,2
203,343,2
204,344,2
205,345,2
206,346,2
207,347,2
208,348,2
209,349,2
210,350,2
221,401,3
222,402,3
223,403,3
224,404,3
225,405,3
226,406,3
227,407,3
228,408,3
229,409,3
230,410,3
231,411,3
232,412,3
233,413,3
234,414,3
235,415,3
236,416,3
237,417,3
238,418,3
239,419,3
240,420,3
241,421,3
242,422,3
243,423,3
244,424,3
245,425,3
246,426,3
247,427,3
248,428,3
249,429,3
250,430,3
251,431,3
252,432,3
253,433,3
254,434,3
255,435,3
256,436,3
257,437,3
258,438,3
259,439,3
260,440,3
261,441,3
262,442,3
263,443,3
264,444,3
265,445,3
266,446,3
267,447,3
268,448,3
269,449,3
270,450,3
271,191,3
272,192,3
273,193,3
274,194,3
275,195,3
276,196,3
277,197,3
278,198,3
279,199,3
280,200,3
281,201,3
282,202,3
283,203,3
284,204,3
285,205,3
286,206,3
287,207,3
288,208,3
289,209,3
290,210,3
291,211,3
292,212,3
293,213,3
294,214,3
295,215,3
296,216,3
297,217,3
298,218,3
299,219,3
300,220,3
301,221,3
302,222,3
303,223,3
304,224,3
305,225,3
306,226,3
307,227,3
308,228,3
309,229,3
310,230,3
311,231,3
312,232,3
313,233,3
314,234,3
315,235,3
316,236,3
317,237,3
318,238,3
319,239,3
320,240,3
331,42,4
332,43,4
333,44,4
334,45,4
335,46,4
336,47,4
337,48,4
338,49,4
339,50,4
340,51,4
341,52,4
342,53,4
343,54,4
344,55,4
345,56,4
346,57,4
347,58,4
348,59,4
349,60,4
350,61,4
351,62,4
352,63,4
353,64,4
354,65,4
355,66,4
356,67,4
357,68,4
358,69,4
359,70,4
360,71,4
361,72,4
362,73,4
363,74,4
364,75,4
365,76,4
366,77,4
367,78,4
368,79,4
369,80,4
370,81,4
371,82,4
372,83,4
373,84,4
374,85,4
375,86,4
376,87,4
377,88,4
378,89,4
379,90,4
380,91,4
381,451,4
382,452,4
383,453,4
384,454,4
385,455,4
386,456,4
387,457,4
388,458,4
389,459,4
390,460,4
391,461,4
392,462,4
393,463,4
394,464,4
395,465,4
396,466,4
397,467,4
398,468,4
399,469,4
400,470,4
401,471,4
402,472,4
403,473,4
404,474,4
405,475,4
406,476,4
407,477,4
408,478,4
409,479,4
410,480,4
411,481,4
412,482,4
413,483,4
414,484,4
415,485,4
416,486,4
417,487,4
418,488,4
419,489,4
420,490,4
421,491,4
422,492,4
423,493,4
424,494,4
425,495,4
426,496,4
427,497,4
428,498,4
429,499,4
430,500,4
441,92,5
442,93,5
443,94,5
444,95,5
445,96,5
446,97,5
447,98,5
448,99,5
449,100,5
450,101,5
451,102,5
452,103,5
453,104,5
454,105,5
455,106,5
456,107,5
457,108,5
458,109,5
459,110,5
460,111,5
461,112,5
462,113,5
463,114,5
464,115,5
465,116,5
466,117,5
467,118,5
468,119,5
469,120,5
470,121,5
471,122,5
472,123,5
473,124,5
474,125,5
475,126,5
476,127,5
477,128,5
478,129,5
479,130,5
480,131,5
481,132,5
482,133,5
483,134,5
484,135,5
485,136,5
486,137,5
487,138,5
488,139,5
489,140,5
490,141,5
491,241,5
492,242,5
493,243,5
494,244,5
495,245,5
496,246,5
497,247,5
498,248,5
499,249,5
500,250,5
501,251,5
502,252,5
503,253,5
504,254,5
505,255,5
506,256,5
507,257,5
508,258,5
509,259,5
510,260,5
511,261,5
512,262,5
513,263,5
514,264,5
515,265,5
516,266,5
517,267,5
518,268,5
519,269,5
520,270,5
521,271,5
522,272,5
523,273,5
524,274,5
525,275,5
526,276,5
527,277,5
528,278,5
529,279,5
530,280,5
531,281,5
532,282,5
533,283,5
534,284,5
535,285,5
536,286,5
537,287,5
538,288,5
539,289,5
540,290,5
